Date,Product_ID,Product_Name,Store_ID,Warehouse_ID,Sales_Quantity,Stock_Quantity,Price,Revenue
2026-07-12,39,Product_39,11,1,7.0,45,14.03,98.21
2026-07-10,120,Product_120,10,10,25.0,173,93.14,2328.5
2026-07-07,86,Product_86,7,7,0.0,148,83.41,0.0
2026-08-06,107,Product_107,12,2,1.0,282,78.79,78.79
2026-06-15,34,Product_34,5,5,1.0,20,79.35,79.35
2026-06-23,119,Product_119,19,9,3.0,204,81.09,243.27
2026-06-08,121,Product_121,14,4,3.0,415,78.35,235.05
2026-08-18,22,Product_22,6,6,9.0,85,71.01,639.09
2026-08-10,53,Product_53,14,4,7.0,177,13.33,93.31
2026-06-25,102,Product_102,20,10,1.0,440,13.59,13.59
2026-07-25,132,Product_132,16,6,11.0,255,74.79,822.69
2026-08-02,111,Product_111,16,6,11.0,240,8.44,92.84
2026-06-19,71,Product_71,5,5,1.0,47,93.93,93.93
2026-07-07,45,Product_45,4,4,4.0,205,54.65,218.6
2026-07-02,137,Product_137,12,2,11.0,308,63.1,694.1
2026-07-03,132,Product_132,6,6,10.0,70,74.79,747.9
2026-07-30,135,Product_135,3,3,7.0,474,72.44,507.08
2026-06-18,46,Product_46,19,9,0.0,135,77.57,0.0
2026-06-22,66,Product_66,7,7,1.0,476,93.93,93.93
2026-08-15,37,Product_37,17,7,7.0,255,29.07,203.49
2026-06-17,144,Product_144,15,5,3.0,424,13.71,41.13
2026-07-10,131,Product_131,3,3,6.0,188,19.75,118.5
2026-08-07,26,Product_26,4,4,2.0,259,14.03,28.06
2026-07-08,38,Product_38,12,2,10.0,39,61.06,610.6
2026-07-12,83,Product_83,13,3,8.0,299,70.18,561.44
2026-06-10,63,Product_63,6,6,5.0,230,34.87,174.35
2026-07-09,69,Product_69,4,4,12.0,80,74.32,891.84
2026-06-13,56,Product_56,13,3,8.0,21,78.56,628.48
2026-06-15,102,Product_102,5,5,2.0,205,13.59,27.18
2026-07-04,135,Product_135,4,4,8.0,420,72.44,579.52
2026-07-28,138,Product_138,8,8,23.0,361,10.18,234.14
2026-06-04,69,Product_69,8,8,8.0,176,74.32,594.56
2026-06-11,125,Product_125,9,9,40.0,110,24.17,966.8
2026-07-24,105,Product_105,8,8,4.0,206,27.88,111.52
2026-07-26,30,Product_30,12,2,12.0,279,18.05,216.6
2026-06-17,120,Product_120,11,1,35.0,273,93.14,3259.9
2026-06-06,53,Product_53,1,1,21.0,437,13.33,279.93
2026-08-05,95,Product_95,5,5,6.0,59,88.52,531.12
2026-08-26,109,Product_109,11,1,3.0,58,91.51,274.53
2026-07-29,142,Product_142,15,5,7.0,49,72.41,506.87
2026-06-22,143,Product_143,1,1,12.0,92,21.45,257.4
2026-07-13,121,Product_121,17,7,3.0,313,78.35,235.05
2026-08-18,76,Product_76,2,2,2.0,249,73.19,146.38
2026-06-19,61,Product_61,13,3,10.0,408,30.7,307.0
2026-06-07,67,Product_67,5,5,15.0,97,46.6,699.0
2026-08-09,143,Product_143,19,9,12.0,432,21.45,257.4
2026-07-29,31,Product_31,14,4,8.0,474,96.09,768.72
2026-08-29,79,Product_79,16,6,2.0,223,85.8,171.6
2026-07-15,102,Product_102,17,7,6.0,279,13.59,81.54
2026-08-03,4,Product_4,1,1,12.0,341,39.81,477.72
2026-07-11,96,Product_96,17,7,4.0,398,31.97,127.88
2026-08-05,40,Product_40,2,2,1.0,78,63.54,63.54
2026-07-31,43,Product_43,11,1,8.0,67,59.38,475.04
2026-06-18,94,Product_94,14,4,30.0,478,99.72,2991.6
2026-08-15,2,Product_2,18,8,7.0,348,27.09,189.63
2026-07-07,24,Product_24,15,5,9.0,165,17.55,157.95
2026-07-13,69,Product_69,15,5,8.0,156,74.32,594.56
2026-06-08,88,Product_88,20,10,7.0,64,48.56,339.92
2026-06-25,17,Product_17,1,1,1.0,302,55.61,55.61
2026-06-08,55,Product_55,1,1,5.0,339,44.77,223.85
2026-08-24,47,Product_47,4,4,0.0,455,80.93,0.0
2026-07-11,81,Product_81,5,5,16.0,294,16.58,265.28
2026-06-13,46,Product_46,10,10,3.0,307,77.57,232.71
2026-06-23,1,Product_1,17,7,6.0,431,44.6,267.6
2026-07-30,80,Product_80,8,8,31.0,399,65.52,2031.12
2026-07-29,128,Product_128,18,8,1.0,459,75.79,75.79
2026-07-25,88,Product_88,13,3,6.0,440,48.56,291.36
2026-08-23,55,Product_55,10,10,2.0,481,44.77,89.54
2026-08-27,73,Product_73,16,6,17.0,423,50.54,859.18
2026-07-09,22,Product_22,10,10,10.0,190,71.01,710.1
2026-08-03,36,Product_36,1,1,7.0,368,94.87,664.09
2026-06-12,66,Product_66,18,8,4.0,232,93.93,375.72
2026-06-08,89,Product_89,3,3,19.0,350,47.02,893.38
2026-06-19,73,Product_73,10,10,7.0,402,50.54,353.78
2026-07-06,145,Product_145,4,4,7.0,207,22.44,157.08
2026-07-12,96,Product_96,16,6,5.0,413,31.97,159.85
2026-08-27,4,Product_4,13,3,19.0,242,39.81,756.39
2026-07-12,79,Product_79,19,9,4.0,465,85.8,343.2
2026-07-13,88,Product_88,18,8,5.0,171,48.56,242.8
2026-07-20,7,Product_7,6,6,9.0,266,70.15,631.35
2026-06-09,58,Product_58,6,6,23.0,377,36.7,844.1
2026-08-21,131,Product_131,6,6,7.0,64,19.75,138.25
2026-06-23,54,Product_54,4,4,8.0,267,67.5,540.0
2026-08-22,69,Product_69,19,9,6.0,123,74.32,445.92
2026-08-07,34,Product_34,2,2,0.0,31,79.35,0.0
2026-07-28,12,Product_12,9,9,12.0,243,36.19,434.28
2026-08-19,48,Product_48,6,6,14.0,126,51.75,724.5
2026-06-14,116,Product_116,1,1,12.0,233,27.66,331.92
2026-08-05,148,Product_148,17,7,22.0,344,79.49,1748.78
2026-06-16,100,Product_100,11,1,6.0,254,68.24,409.44
2026-08-29,125,Product_125,18,8,47.0,118,24.17,1135.99
2026-06-27,98,Product_98,13,3,7.0,110,15.11,105.77
2026-07-02,99,Product_99,10,10,10.0,400,99.91,999.1
2026-08-05,65,Product_65,5,5,10.0,374,19.04,190.4
2026-07-07,10,Product_10,12,2,13.0,79,92.05,1196.65
2026-08-15,62,Product_62,15,5,20.0,177,39.6,792.0
2026-07-06,130,Product_130,1,1,4.0,91,85.86,343.44
2026-07-29,81,Product_81,5,5,18.0,161,16.58,298.44
2026-06-18,115,Product_115,8,8,1.0,145,81.14,81.14
2026-08-16,8,Product_8,3,3,15.0,457,33.2,498.0
2026-06-03,31,Product_31,2,2,9.0,160,96.09,864.81
2026-06-22,45,Product_45,5,5,5.0,398,54.65,273.25
2026-08-10,54,Product_54,7,7,8.0,331,67.5,540.0
2026-08-01,149,Product_149,11,1,7.0,221,65.46,458.22
2026-06-16,70,Product_70,17,7,1.0,185,57.53,57.53
2026-06-25,100,Product_100,18,8,9.0,459,68.24,614.16
2026-06-26,97,Product_97,8,8,14.0,125,84.51,1183.14
2026-07-29,63,Product_63,11,1,3.0,397,34.87,104.61
2026-07-01,145,Product_145,1,1,9.0,234,22.44,201.96
2026-06-03,34,Product_34,17,7,1.0,441,79.35,79.35
2026-07-05,6,Product_6,5,5,6.0,233,41.05,246.3
2026-07-25,112,Product_112,2,2,5.0,244,5.52,27.6
2026-07-06,99,Product_99,13,3,8.0,468,99.91,799.28
2026-08-20,40,Product_40,8,8,11.0,380,63.54,698.94
2026-07-29,131,Product_131,9,9,8.0,169,19.75,158.0
2026-06-24,25,Product_25,9,9,0.0,412,63.37,0.0
2026-07-29,38,Product_38,13,3,11.0,267,61.06,671.66
2026-08-17,24,Product_24,17,7,10.0,187,17.55,175.5
2026-08-26,28,Product_28,12,2,2.0,419,13.03,26.06
2026-06-05,110,Product_110,13,3,3.0,101,67.35,202.05
2026-06-25,106,Product_106,17,7,7.0,209,18.59,130.13
2026-07-29,97,Product_97,16,6,4.0,32,84.51,338.04
2026-06-02,130,Product_130,4,4,8.0,61,85.86,686.88
2026-07-08,11,Product_11,7,7,3.0,240,50.69,152.07
2026-07-24,94,Product_94,10,10,17.0,161,99.72,1695.24
2026-06-03,18,Product_18,19,9,10.0,26,65.13,651.3
2026-06-11,144,Product_144,13,3,2.0,46,13.71,27.42
2026-07-28,96,Product_96,17,7,2.0,373,31.97,63.94
2026-07-13,114,Product_114,16,6,4.0,58,62.56,250.24
2026-06-15,86,Product_86,19,9,2.0,273,83.41,166.82
2026-06-02,58,Product_58,11,1,17.0,295,36.7,623.9
2026-07-15,103,Product_103,6,6,3.0,99,90.22,270.66
2026-08-22,126,Product_126,9,9,4.0,59,16.87,67.48
2026-06-23,27,Product_27,1,1,7.0,392,73.94,517.58
2026-07-08,131,Product_131,14,4,3.0,247,19.75,59.25
2026-06-12,109,Product_109,13,3,4.0,398,91.51,366.04
2026-07-05,13,Product_13,4,4,19.0,480,55.87,1061.53
2026-06-11,141,Product_141,10,10,19.0,360,88.99,1690.81
2026-06-21,28,Product_28,15,5,4.0,50,13.03,52.12
2026-07-27,91,Product_91,16,6,8.0,108,92.25,738.0
2026-07-13,20,Product_20,16,6,5.0,211,74.81,374.05
2026-06-18,30,Product_30,2,2,7.0,82,18.05,126.35
2026-06-13,97,Product_97,8,8,16.0,126,84.51,1352.16
2026-06-28,102,Product_102,12,2,5.0,141,13.59,67.95
2026-08-14,104,Product_104,3,3,14.0,200,7.75,108.5
2026-06-19,52,Product_52,4,4,4.0,47,16.12,64.48
2026-06-30,124,Product_124,19,9,2.0,324,8.81,17.62
2026-06-12,8,Product_8,11,1,7.0,139,33.2,232.4
2026-07-26,129,Product_129,12,2,16.0,434,64.85,1037.6
2026-06-01,46,Product_46,4,4,1.0,50,77.57,77.57
2026-06-18,94,Product_94,13,3,25.0,158,99.72,2493.0
2026-07-14,136,Product_136,19,9,4.0,442,98.12,392.48
2026-07-30,39,Product_39,20,10,16.0,289,14.03,224.48
2026-08-09,62,Product_62,4,4,27.0,169,39.6,1069.2
2026-08-06,125,Product_125,5,5,29.0,459,24.17,700.93
2026-06-07,130,Product_130,12,2,7.0,403,85.86,601.02
2026-07-23,36,Product_36,18,8,9.0,198,94.87,853.83
2026-06-16,77,Product_77,1,1,10.0,381,95.36,953.6
2026-07-24,50,Product_50,5,5,3.0,293,93.47,280.41
2026-08-20,78,Product_78,4,4,4.0,273,16.26,65.04
2026-06-03,57,Product_57,16,6,9.0,458,68.77,618.93
2026-08-22,1,Product_1,10,10,11.0,120,44.6,490.6
2026-08-23,139,Product_139,15,5,6.0,204,63.55,381.3
2026-08-26,96,Product_96,1,1,3.0,98,31.97,95.91
2026-06-04,70,Product_70,3,3,0.0,316,57.53,0.0
2026-07-27,17,Product_17,11,1,6.0,187,55.61,333.66
2026-06-24,11,Product_11,9,9,4.0,127,50.69,202.76
2026-06-02,72,Product_72,4,4,5.0,76,79.13,395.65
2026-06-06,98,Product_98,6,6,7.0,369,15.11,105.77
2026-06-12,40,Product_40,15,5,3.0,456,63.54,190.62
2026-07-08,112,Product_112,1,1,8.0,369,5.52,44.16
2026-06-20,59,Product_59,18,8,3.0,412,90.34,271.02
2026-06-08,2,Product_2,4,4,6.0,170,27.09,162.54
2026-07-02,81,Product_81,16,6,11.0,20,16.58,182.38
2026-07-14,28,Product_28,13,3,3.0,442,13.03,39.09
2026-07-02,3,Product_3,2,2,7.0,183,39.91,279.37
2026-07-27,20,Product_20,16,6,3.0,129,74.81,224.43
2026-06-16,43,Product_43,10,10,6.0,67,59.38,356.28
2026-06-30,78,Product_78,7,7,5.0,172,16.26,81.3
2026-06-16,149,Product_149,3,3,6.0,162,65.46,392.76
2026-06-21,33,Product_33,3,3,21.0,120,61.4,1289.4
2026-08-25,9,Product_9,9,9,5.0,222,95.14,475.7
2026-07-28,29,Product_29,6,6,1.0,24,93.91,93.91
2026-06-09,48,Product_48,17,7,13.0,327,51.75,672.75
2026-06-16,31,Product_31,11,1,13.0,142,96.09,1249.17
2026-06-02,49,Product_49,1,1,3.0,139,61.96,185.88
2026-08-16,146,Product_146,18,8,4.0,72,98.1,392.4
2026-06-03,57,Product_57,6,6,7.0,23,68.77,481.39
2026-06-07,96,Product_96,13,3,2.0,239,31.97,63.94
2026-07-21,103,Product_103,17,7,0.0,257,90.22,0.0
2026-07-12,20,Product_20,14,4,6.0,256,74.81,448.86
2026-06-20,38,Product_38,9,9,18.0,441,61.06,1099.08
2026-07-12,63,Product_63,1,1,8.0,480,34.87,278.96
2026-07-14,70,Product_70,5,5,1.0,251,57.53,57.53
2026-06-13,2,Product_2,12,2,9.0,177,27.09,243.81
2026-07-12,97,Product_97,19,9,17.0,57,84.51,1436.67
2026-08-12,46,Product_46,1,1,2.0,498,77.57,155.14
2026-08-21,49,Product_49,4,4,8.0,290,61.96,495.68
2026-07-26,91,Product_91,8,8,16.0,450,92.25,1476.0
2026-06-15,143,Product_143,16,6,16.0,349,21.45,343.2
2026-08-11,130,Product_130,20,10,5.0,445,85.86,429.3
2026-06-29,147,Product_147,4,4,7.0,120,48.56,339.92
2026-06-15,63,Product_63,12,2,2.0,98,34.87,69.74
2026-08-01,18,Product_18,20,10,15.0,215,65.13,976.95
2026-06-17,33,Product_33,20,10,20.0,34,61.4,1228.0
2026-07-18,52,Product_52,16,6,3.0,276,16.12,48.36
2026-07-16,46,Product_46,16,6,2.0,21,77.57,155.14
2026-07-23,32,Product_32,6,6,5.0,323,81.08,405.4
2026-07-02,23,Product_23,7,7,7.0,496,86.77,607.39
2026-07-12,29,Product_29,20,10,1.0,342,93.91,93.91
2026-06-12,99,Product_99,13,3,4.0,499,99.91,399.64
2026-08-13,74,Product_74,3,3,8.0,153,40.75,326.0
2026-07-31,6,Product_6,2,2,10.0,356,41.05,410.5
2026-06-11,85,Product_85,18,8,0.0,124,48.16,0.0
2026-08-13,127,Product_127,3,3,22.0,384,52.93,1164.46
2026-08-25,64,Product_64,14,4,5.0,194,19.97,99.85
2026-08-09,48,Product_48,7,7,17.0,27,51.75,879.75
2026-06-17,41,Product_41,4,4,4.0,176,21.27,85.08
2026-07-31,57,Product_57,3,3,4.0,342,68.77,275.08
2026-06-17,42,Product_42,11,1,2.0,494,58.67,117.34
2026-08-11,139,Product_139,17,7,9.0,478,63.55,571.95
2026-06-21,149,Product_149,1,1,10.0,234,65.46,654.6
2026-08-22,52,Product_52,15,5,4.0,333,16.12,64.48
2026-08-06,139,Product_139,12,2,4.0,382,63.55,254.2
2026-08-14,129,Product_129,16,6,9.0,114,64.85,583.65
2026-07-24,12,Product_12,12,2,15.0,146,36.19,542.85
2026-06-10,74,Product_74,3,3,6.0,324,40.75,244.5
2026-06-10,99,Product_99,9,9,5.0,107,99.91,499.55
2026-08-12,64,Product_64,20,10,7.0,490,19.97,139.79
2026-08-18,69,Product_69,17,7,8.0,223,74.32,594.56
2026-07-05,75,Product_75,8,8,2.0,167,98.73,197.46
2026-08-29,104,Product_104,19,9,10.0,320,7.75,77.5
2026-06-26,45,Product_45,1,1,5.0,429,54.65,273.25
2026-07-15,90,Product_90,11,1,3.0,236,33.68,101.04
2026-07-10,37,Product_37,16,6,5.0,473,29.07,145.35
2026-06-03,134,Product_134,14,4,14.0,218,30.72,430.08
2026-06-25,13,Product_13,4,4,6.0,437,55.87,335.22
2026-07-17,11,Product_11,3,3,4.0,428,50.69,202.76
2026-06-03,6,Product_6,15,5,9.0,343,41.05,369.45
2026-07-23,53,Product_53,20,10,10.0,41,13.33,133.3
2026-07-17,91,Product_91,16,6,12.0,487,92.25,1107.0
2026-06-18,148,Product_148,18,8,16.0,193,79.49,1271.84
2026-07-18,69,Product_69,19,9,11.0,375,74.32,817.52
2026-06-04,28,Product_28,19,9,2.0,396,13.03,26.06
2026-07-29,56,Product_56,16,6,10.0,485,78.56,785.6
2026-07-14,20,Product_20,16,6,6.0,368,74.81,448.86
2026-07-04,71,Product_71,16,6,0.0,203,93.93,0.0
2026-08-18,110,Product_110,7,7,6.0,78,67.35,404.1
2026-08-15,6,Product_6,11,1,12.0,355,41.05,492.6
2026-06-23,117,Product_117,5,5,1.0,403,85.69,85.69
2026-07-19,35,Product_35,11,1,4.0,59,80.54,322.16
2026-07-04,101,Product_101,11,1,0.0,166,66.76,0.0
2026-08-18,123,Product_123,2,2,28.0,117,84.61,2369.08
2026-08-21,117,Product_117,2,2,4.0,114,85.69,342.76
2026-08-14,101,Product_101,20,10,1.0,437,66.76,66.76
2026-07-25,105,Product_105,12,2,11.0,123,27.88,306.68
2026-08-28,29,Product_29,1,1,3.0,224,93.91,281.73
2026-07-22,21,Product_21,8,8,7.0,68,24.23,169.61
2026-07-28,58,Product_58,18,8,22.0,107,36.7,807.4
2026-06-30,92,Product_92,15,5,8.0,27,79.22,633.76
2026-08-04,93,Product_93,17,7,0.0,240,15.51,0.0
2026-08-26,117,Product_117,13,3,3.0,328,85.69,257.07
2026-07-20,47,Product_47,15,5,2.0,84,80.93,161.86
2026-08-02,130,Product_130,5,5,5.0,213,85.86,429.3
2026-06-26,68,Product_68,17,7,21.0,480,41.42,869.82
2026-06-10,37,Product_37,15,5,6.0,374,29.07,174.42
2026-07-04,111,Product_111,5,5,3.0,385,8.44,25.32
2026-06-05,20,Product_20,7,7,4.0,321,74.81,299.24
2026-08-29,61,Product_61,16,6,18.0,40,30.7,552.6
2026-07-26,118,Product_118,5,5,1.0,316,10.44,10.44
2026-08-06,116,Product_116,14,4,10.0,290,27.66,276.6
2026-06-25,39,Product_39,9,9,12.0,113,14.03,168.36
2026-07-25,25,Product_25,6,6,2.0,164,63.37,126.74
2026-06-10,5,Product_5,4,4,9.0,171,36.11,324.99
2026-08-23,14,Product_14,15,5,4.0,404,85.61,342.44
2026-08-05,124,Product_124,7,7,1.0,476,8.81,8.81
2026-06-27,118,Product_118,12,2,0.0,479,10.44,0.0
2026-08-17,76,Product_76,6,6,6.0,415,73.19,439.14
2026-07-19,86,Product_86,3,3,3.0,227,83.41,250.23
2026-07-11,49,Product_49,1,1,3.0,332,61.96,185.88
2026-07-17,29,Product_29,19,9,0.0,165,93.91,0.0
2026-06-28,2,Product_2,7,7,8.0,245,27.09,216.72
2026-07-07,101,Product_101,12,2,2.0,246,66.76,133.52
2026-06-13,6,Product_6,10,10,15.0,311,41.05,615.75
2026-06-08,16,Product_16,8,8,4.0,137,81.42,325.68
2026-07-31,119,Product_119,17,7,1.0,30,81.09,81.09
2026-07-27,88,Product_88,19,9,9.0,350,48.56,437.04
2026-06-02,74,Product_74,4,4,7.0,398,40.75,285.25
2026-07-04,33,Product_33,1,1,21.0,136,61.4,1289.4
2026-08-01,23,Product_23,7,7,19.0,46,86.77,1648.63
2026-06-13,70,Product_70,3,3,1.0,454,57.53,57.53
2026-08-26,54,Product_54,1,1,8.0,422,67.5,540.0
2026-06-30,81,Product_81,17,7,17.0,39,16.58,281.86
2026-07-06,25,Product_25,2,2,1.0,256,63.37,63.37
2026-07-25,35,Product_35,2,2,6.0,494,80.54,483.24
2026-08-05,17,Product_17,8,8,2.0,98,55.61,111.22
2026-07-01,64,Product_64,12,2,5.0,127,19.97,99.85
2026-06-06,42,Product_42,10,10,11.0,156,58.67,645.37
2026-07-17,34,Product_34,15,5,3.0,421,79.35,238.05
2026-07-01,83,Product_83,15,5,5.0,498,70.18,350.9
2026-06-22,75,Product_75,1,1,1.0,310,98.73,98.73
2026-07-12,32,Product_32,16,6,3.0,121,81.08,243.24
2026-06-15,105,Product_105,1,1,5.0,304,27.88,139.4
2026-07-29,52,Product_52,19,9,0.0,299,16.12,0.0
2026-07-31,52,Product_52,7,7,4.0,223,16.12,64.48
2026-06-27,72,Product_72,19,9,4.0,117,79.13,316.52
2026-07-08,21,Product_21,20,10,12.0,395,24.23,290.76
2026-07-29,64,Product_64,3,3,8.0,193,19.97,159.76
2026-08-17,88,Product_88,8,8,7.0,339,48.56,339.92
2026-08-05,20,Product_20,3,3,3.0,240,74.81,224.43
2026-08-20,85,Product_85,20,10,5.0,111,48.16,240.8
2026-06-14,6,Product_6,10,10,9.0,98,41.05,369.45
2026-06-28,91,Product_91,17,7,13.0,449,92.25,1199.25
2026-08-15,6,Product_6,12,2,17.0,89,41.05,697.85
2026-06-19,27,Product_27,17,7,2.0,410,73.94,147.88
2026-08-01,53,Product_53,12,2,16.0,325,13.33,213.28
2026-06-07,93,Product_93,1,1,4.0,483,15.51,62.04
2026-08-29,108,Product_108,10,10,12.0,55,23.83,285.96
2026-06-28,71,Product_71,14,4,6.0,31,93.93,563.58
2026-08-09,20,Product_20,20,10,6.0,122,74.81,448.86
2026-08-11,59,Product_59,17,7,5.0,466,90.34,451.7
2026-08-08,119,Product_119,11,1,0.0,465,81.09,0.0
2026-06-25,14,Product_14,17,7,6.0,50,85.61,513.66
2026-06-02,108,Product_108,19,9,6.0,232,23.83,142.98
2026-08-29,58,Product_58,18,8,21.0,290,36.7,770.7
2026-07-09,1,Product_1,20,10,8.0,482,44.6,356.8
2026-08-02,105,Product_105,8,8,10.0,321,27.88,278.8
2026-06-28,5,Product_5,9,9,6.0,267,36.11,216.66
2026-08-28,56,Product_56,1,1,1.0,233,78.56,78.56
2026-08-09,30,Product_30,3,3,11.0,333,18.05,198.55
2026-07-30,88,Product_88,17,7,3.0,488,48.56,145.68
2026-07-30,9,Product_9,7,7,6.0,171,95.14,570.84
2026-06-07,14,Product_14,9,9,8.0,267,85.61,684.88
2026-07-16,80,Product_80,8,8,23.0,421,65.52,1506.96
2026-06-25,150,Product_150,19,9,12.0,382,59.38,712.56
2026-07-03,6,Product_6,18,8,6.0,402,41.05,246.3
2026-07-20,70,Product_70,15,5,1.0,310,57.53,57.53
2026-06-10,121,Product_121,20,10,2.0,159,78.35,156.7
2026-08-10,44,Product_44,11,1,14.0,215,49.27,689.78
2026-06-29,74,Product_74,4,4,6.0,335,40.75,244.5
2026-07-12,126,Product_126,13,3,5.0,289,16.87,84.35
2026-07-25,110,Product_110,1,1,4.0,110,67.35,269.4
2026-06-09,44,Product_44,9,9,13.0,190,49.27,640.51
2026-06-27,113,Product_113,17,7,47.0,174,9.91,465.77
2026-06-21,102,Product_102,4,4,9.0,169,13.59,122.31
2026-06-11,77,Product_77,12,2,6.0,222,95.36,572.16
2026-08-02,67,Product_67,16,6,8.0,196,46.6,372.8
2026-06-02,139,Product_139,16,6,6.0,394,63.55,381.3
2026-06-14,132,Product_132,12,2,10.0,283,74.79,747.9
2026-08-21,149,Product_149,7,7,8.0,186,65.46,523.68
2026-07-28,102,Product_102,5,5,2.0,37,13.59,27.18
2026-06-21,54,Product_54,4,4,9.0,127,67.5,607.5
2026-08-07,17,Product_17,15,5,8.0,412,55.61,444.88
2026-08-23,19,Product_19,6,6,1.0,344,32.37,32.37
2026-07-05,143,Product_143,13,3,21.0,181,21.45,450.45
2026-06-03,55,Product_55,1,1,2.0,129,44.77,89.54
2026-07-16,17,Product_17,6,6,1.0,365,55.61,55.61
2026-07-09,34,Product_34,8,8,1.0,272,79.35,79.35
2026-06-21,4,Product_4,16,6,13.0,457,39.81,517.53
2026-07-15,80,Product_80,2,2,26.0,87,65.52,1703.52
2026-07-03,89,Product_89,10,10,20.0,493,47.02,940.4
2026-07-06,57,Product_57,10,10,12.0,118,68.77,825.24
2026-06-26,112,Product_112,7,7,7.0,231,5.52,38.64
2026-06-09,73,Product_73,16,6,14.0,438,50.54,707.56
2026-07-02,144,Product_144,20,10,5.0,52,13.71,68.55
2026-08-18,115,Product_115,1,1,0.0,259,81.14,0.0
2026-08-21,12,Product_12,19,9,7.0,475,36.19,253.33
2026-08-22,42,Product_42,18,8,5.0,342,58.67,293.35
2026-06-23,114,Product_114,17,7,2.0,234,62.56,125.12
2026-08-07,81,Product_81,3,3,13.0,429,16.58,215.54
2026-06-02,113,Product_113,8,8,29.0,139,9.91,287.39
2026-06-10,51,Product_51,14,4,2.0,345,16.37,32.74
2026-08-11,6,Product_6,5,5,12.0,79,41.05,492.6
2026-06-23,118,Product_118,5,5,1.0,70,10.44,10.44
2026-08-16,118,Product_118,12,2,1.0,269,10.44,10.44
2026-06-27,96,Product_96,17,7,4.0,297,31.97,127.88
2026-07-28,61,Product_61,4,4,15.0,189,30.7,460.5
2026-08-24,2,Product_2,1,1,13.0,62,27.09,352.17
2026-07-20,110,Product_110,20,10,6.0,340,67.35,404.1
2026-08-11,100,Product_100,9,9,5.0,410,68.24,341.2
2026-08-26,101,Product_101,2,2,0.0,166,66.76,0.0
2026-07-10,26,Product_26,20,10,6.0,40,14.03,84.18
2026-07-14,110,Product_110,6,6,4.0,37,67.35,269.4
2026-07-16,109,Product_109,3,3,5.0,52,91.51,457.55
2026-08-01,129,Product_129,14,4,13.0,160,64.85,843.05
2026-08-11,86,Product_86,16,6,0.0,149,83.41,0.0
2026-06-20,110,Product_110,3,3,7.0,279,67.35,471.45
2026-06-06,61,Product_61,15,5,12.0,336,30.7,368.4
2026-07-09,105,Product_105,8,8,7.0,291,27.88,195.16
2026-07-06,105,Product_105,7,7,3.0,312,27.88,83.64
2026-07-20,117,Product_117,14,4,3.0,294,85.69,257.07
2026-06-05,129,Product_129,2,2,7.0,333,64.85,453.95
2026-06-15,1,Product_1,4,4,20.0,136,44.6,892.0
2026-08-22,117,Product_117,17,7,6.0,99,85.69,514.14
2026-07-22,119,Product_119,20,10,4.0,53,81.09,324.36
2026-07-10,82,Product_82,19,9,6.0,197,60.88,365.28
2026-07-26,78,Product_78,16,6,9.0,255,16.26,146.34
2026-06-17,109,Product_109,3,3,5.0,247,91.51,457.55
2026-06-29,69,Product_69,7,7,9.0,457,74.32,668.88
2026-08-28,63,Product_63,17,7,4.0,63,34.87,139.48
2026-06-20,121,Product_121,15,5,5.0,32,78.35,391.75
2026-08-18,119,Product_119,17,7,3.0,461,81.09,243.27
2026-06-15,32,Product_32,9,9,4.0,221,81.08,324.32
2026-07-16,125,Product_125,12,2,31.0,109,24.17,749.27
2026-08-13,49,Product_49,15,5,5.0,407,61.96,309.8
2026-08-23,21,Product_21,16,6,12.0,190,24.23,290.76
2026-06-18,132,Product_132,15,5,8.0,415,74.79,598.32
2026-06-17,36,Product_36,1,1,9.0,353,94.87,853.83
2026-07-06,31,Product_31,5,5,14.0,35,96.09,1345.26
2026-08-08,41,Product_41,10,10,3.0,152,21.27,63.81
2026-06-11,74,Product_74,14,4,7.0,313,40.75,285.25
2026-08-09,25,Product_25,20,10,1.0,421,63.37,63.37
2026-07-17,24,Product_24,7,7,9.0,244,17.55,157.95
2026-07-24,59,Product_59,16,6,4.0,107,90.34,361.36
2026-08-01,33,Product_33,14,4,15.0,290,61.4,921.0
2026-07-06,29,Product_29,6,6,1.0,82,93.91,93.91
2026-07-05,137,Product_137,4,4,6.0,39,63.1,378.6
2026-06-26,90,Product_90,13,3,4.0,434,33.68,134.72
2026-06-06,3,Product_3,7,7,8.0,312,39.91,319.28
2026-07-28,16,Product_16,5,5,5.0,460,81.42,407.1
2026-08-02,123,Product_123,5,5,29.0,437,84.61,2453.69
2026-06-30,41,Product_41,5,5,1.0,282,21.27,21.27
2026-08-29,23,Product_23,2,2,18.0,384,86.77,1561.86
2026-06-12,100,Product_100,4,4,8.0,491,68.24,545.92
2026-08-17,126,Product_126,20,10,3.0,56,16.87,50.61
2026-08-16,60,Product_60,4,4,6.0,402,77.44,464.64
2026-06-05,112,Product_112,9,9,6.0,114,5.52,33.12
2026-08-11,64,Product_64,10,10,5.0,450,19.97,99.85
2026-06-15,17,Product_17,15,5,4.0,179,55.61,222.44
2026-06-27,120,Product_120,7,7,30.0,405,93.14,2794.2
2026-08-01,138,Product_138,17,7,34.0,316,10.18,346.12
2026-06-01,148,Product_148,16,6,17.0,257,79.49,1351.33
2026-06-22,16,Product_16,11,1,6.0,224,81.42,488.52
2026-06-22,85,Product_85,18,8,3.0,467,48.16,144.48
