Date,Product_ID,Product_Name,Store_ID,Warehouse_ID,Sales_Quantity,Stock_Quantity,Price,Revenue,Year,Month,Week,DayOfWeek,IsWeekend
2026-08-09,86,Product_86,1,1,3,122,83.41,250.23,2026,8,32,1,1
2026-06-04,66,Product_66,14,4,0,318,93.93,0.0,2026,6,23,5,0
2026-08-22,90,Product_90,13,3,6,214,33.68,202.08,2026,8,34,7,1
2026-07-25,93,Product_93,18,8,2,119,15.51,31.02,2026,7,30,7,1
2026-07-08,21,Product_21,1,1,6,165,24.23,145.38,2026,7,28,4,0
2026-08-24,123,Product_123,2,2,22,373,84.61,1861.42,2026,8,35,2,0
2026-07-03,86,Product_86,8,8,0,307,83.41,0.0,2026,7,27,6,0
2026-06-08,81,Product_81,20,10,10,35,16.58,165.8,2026,6,24,2,0
2026-07-13,23,Product_23,1,1,13,154,86.77,1128.01,2026,7,29,2,0
2026-07-12,149,Product_149,17,7,6,277,65.46,392.76,2026,7,28,1,1
2026-07-21,124,Product_124,19,9,3,165,8.81,26.43,2026,7,30,3,0
2026-07-21,35,Product_35,13,3,3,251,80.54,241.62,2026,7,30,3,0
2026-07-10,70,Product_70,13,3,1,41,57.53,57.53,2026,7,28,6,0
2026-08-17,57,Product_57,14,4,10,197,68.77,687.7,2026,8,34,2,0
2026-07-10,121,Product_121,5,5,3,155,78.35,235.05,2026,7,28,6,0
2026-06-04,100,Product_100,9,9,11,208,68.24,750.64,2026,6,23,5,0
2026-07-07,27,Product_27,17,7,6,321,73.94,443.64,2026,7,28,3,0
2026-06-03,114,Product_114,11,1,4,457,62.56,250.24,2026,6,23,4,0
2026-06-22,85,Product_85,16,6,5,476,48.16,240.8,2026,6,26,2,0
2026-08-07,14,Product_14,17,7,3,274,85.61,256.83,2026,8,32,6,0
2026-06-14,56,Product_56,5,5,6,22,78.56,471.36,2026,6,24,1,1
2026-08-14,71,Product_71,15,5,4,497,93.93,375.72,2026,8,33,6,0
2026-08-03,4,Product_4,7,7,13,145,39.81,517.53,2026,8,32,2,0
2026-07-27,104,Product_104,5,5,13,254,7.75,100.75,2026,7,31,2,0
2026-06-20,19,Product_19,14,4,1,295,32.37,32.37,2026,6,25,7,1
2026-06-23,2,Product_2,11,1,5,273,27.09,135.45,2026,6,26,3,0
2026-08-14,20,Product_20,10,10,4,265,74.81,299.24,2026,8,33,6,0
2026-08-08,102,Product_102,11,1,2,346,13.59,27.18,2026,8,32,7,1
2026-08-06,6,Product_6,14,4,9,214,41.05,369.45,2026,8,32,5,0
2026-08-08,130,Product_130,16,6,7,210,85.86,601.02,2026,8,32,7,1
2026-07-20,9,Product_9,6,6,7,399,95.14,665.98,2026,7,30,2,0
2026-08-29,42,Product_42,1,1,3,70,58.67,176.01,2026,8,35,7,1
2026-06-08,44,Product_44,10,10,17,328,49.27,837.59,2026,6,24,2,0
2026-07-22,114,Product_114,2,2,1,22,62.56,62.56,2026,7,30,4,0
2026-08-14,22,Product_22,20,10,8,472,71.01,568.08,2026,8,33,6,0
2026-06-16,133,Product_133,3,3,9,212,23.34,210.06,2026,6,25,3,0
2026-06-08,44,Product_44,4,4,4,20,49.27,197.08,2026,6,24,2,0
2026-08-25,150,Product_150,1,1,9,209,59.38,534.42,2026,8,35,3,0
2026-06-07,92,Product_92,16,6,5,362,79.22,396.1,2026,6,23,1,1
2026-06-05,138,Product_138,17,7,23,112,10.18,234.14,2026,6,23,6,0
2026-07-13,103,Product_103,15,5,4,166,90.22,360.88,2026,7,29,2,0
2026-08-05,30,Product_30,6,6,6,331,18.05,108.3,2026,8,32,4,0
2026-06-26,111,Product_111,12,2,11,33,8.44,92.84,2026,6,26,6,0
2026-07-30,110,Product_110,5,5,4,181,67.35,269.4,2026,7,31,5,0
2026-08-13,79,Product_79,18,8,3,354,85.8,257.4,2026,8,33,5,0
2026-07-07,145,Product_145,16,6,6,383,22.44,134.64,2026,7,28,3,0
2026-08-14,79,Product_79,20,10,2,425,85.8,171.6,2026,8,33,6,0
2026-06-08,106,Product_106,2,2,11,441,18.59,204.49,2026,6,24,2,0
2026-06-30,58,Product_58,15,5,12,442,36.7,440.4,2026,6,27,3,0
2026-07-08,141,Product_141,20,10,7,173,88.99,622.93,2026,7,28,4,0
2026-07-26,29,Product_29,1,1,2,347,93.91,187.82,2026,7,30,1,1
2026-06-11,105,Product_105,7,7,7,200,27.88,195.16,2026,6,24,5,0
2026-06-11,127,Product_127,9,9,22,192,52.93,1164.46,2026,6,24,5,0
2026-06-02,22,Product_22,20,10,6,199,71.01,426.06,2026,6,23,3,0
2026-06-09,122,Product_122,10,10,1,53,71.32,71.32,2026,6,24,3,0
2026-06-06,132,Product_132,2,2,6,149,74.79,448.74,2026,6,23,7,1
2026-08-01,1,Product_1,19,9,18,155,44.6,802.8,2026,8,31,7,1
2026-07-28,146,Product_146,4,4,4,100,98.1,392.4,2026,7,31,3,0
2026-08-03,24,Product_24,2,2,8,169,17.55,140.4,2026,8,32,2,0
2026-06-20,115,Product_115,1,1,1,371,81.14,81.14,2026,6,25,7,1
2026-07-06,34,Product_34,15,5,3,137,79.35,238.05,2026,7,28,2,0
2026-08-10,122,Product_122,12,2,0,319,71.32,0.0,2026,8,33,2,0
2026-08-13,108,Product_108,3,3,6,478,23.83,142.98,2026,8,33,5,0
2026-07-31,130,Product_130,11,1,6,347,85.86,515.16,2026,7,31,6,0
2026-06-05,114,Product_114,2,2,3,215,62.56,187.68,2026,6,23,6,0
2026-07-05,69,Product_69,16,6,9,462,74.32,668.88,2026,7,27,1,1
2026-06-26,17,Product_17,18,8,7,437,55.61,389.27,2026,6,26,6,0
2026-07-29,45,Product_45,14,4,6,483,54.65,327.9,2026,7,31,4,0
2026-07-24,31,Product_31,18,8,9,343,96.09,864.81,2026,7,30,6,0
2026-07-20,41,Product_41,5,5,0,254,21.27,0.0,2026,7,30,2,0
2026-07-05,131,Product_131,14,4,7,89,19.75,138.25,2026,7,27,1,1
2026-06-06,77,Product_77,7,7,12,476,95.36,1144.32,2026,6,23,7,1
2026-06-04,40,Product_40,8,8,11,169,63.54,698.94,2026,6,23,5,0
2026-07-27,82,Product_82,6,6,19,369,60.88,1156.72,2026,7,31,2,0
2026-08-15,49,Product_49,20,10,8,198,61.96,495.68,2026,8,33,7,1
2026-07-29,40,Product_40,5,5,6,243,63.54,381.24,2026,7,31,4,0
2026-07-24,69,Product_69,9,9,7,312,74.32,520.24,2026,7,30,6,0
2026-07-31,56,Product_56,7,7,7,380,78.56,549.92,2026,7,31,6,0
2026-07-03,120,Product_120,2,2,32,304,93.14,2980.48,2026,7,27,6,0
2026-07-29,78,Product_78,3,3,4,203,16.26,65.04,2026,7,31,4,0
2026-07-25,141,Product_141,14,4,21,321,88.99,1868.79,2026,7,30,7,1
2026-08-09,26,Product_26,18,8,8,322,14.03,112.24,2026,8,32,1,1
2026-08-23,1,Product_1,5,5,13,73,44.6,579.8,2026,8,34,1,1
2026-06-07,72,Product_72,10,10,5,111,79.13,395.65,2026,6,23,1,1
2026-08-21,49,Product_49,19,9,5,92,61.96,309.8,2026,8,34,6,0
2026-06-26,43,Product_43,20,10,9,106,59.38,534.42,2026,6,26,6,0
2026-06-08,117,Product_117,7,7,3,352,85.69,257.07,2026,6,24,2,0
2026-07-24,112,Product_112,12,2,8,315,5.52,44.16,2026,7,30,6,0
2026-07-29,98,Product_98,20,10,8,372,15.11,120.88,2026,7,31,4,0
2026-06-03,9,Product_9,14,4,4,264,95.14,380.56,2026,6,23,4,0
2026-06-01,63,Product_63,3,3,6,25,34.87,209.22,2026,6,23,2,0
2026-08-20,88,Product_88,9,9,4,409,48.56,194.24,2026,8,34,5,0
2026-08-04,54,Product_54,17,7,14,88,67.5,945.0,2026,8,32,3,0
2026-08-20,2,Product_2,11,1,12,76,27.09,325.08,2026,8,34,5,0
2026-07-15,95,Product_95,6,6,8,443,88.52,708.16,2026,7,29,4,0
2026-06-05,109,Product_109,1,1,10,40,91.51,915.1,2026,6,23,6,0
2026-07-18,58,Product_58,11,1,26,53,36.7,954.2,2026,7,29,7,1
2026-07-15,83,Product_83,19,9,6,451,70.18,421.08,2026,7,29,4,0
2026-06-05,149,Product_149,17,7,9,421,65.46,589.14,2026,6,23,6,0
2026-08-19,9,Product_9,17,7,6,381,95.14,570.84,2026,8,34,4,0
2026-08-27,57,Product_57,11,1,8,266,68.77,550.16,2026,8,35,5,0
2026-07-26,28,Product_28,11,1,3,417,13.03,39.09,2026,7,30,1,1
2026-07-29,139,Product_139,8,8,7,438,63.55,444.85,2026,7,31,4,0
2026-08-03,131,Product_131,12,2,1,285,19.75,19.75,2026,8,32,2,0
2026-08-10,1,Product_1,11,1,18,22,44.6,802.8,2026,8,33,2,0
2026-08-21,136,Product_136,9,9,6,204,98.12,588.72,2026,8,34,6,0
2026-07-11,7,Product_7,1,1,10,253,70.15,701.5,2026,7,28,7,1
2026-08-26,81,Product_81,2,2,21,324,16.58,348.18,2026,8,35,4,0
2026-08-26,110,Product_110,3,3,3,413,67.35,202.05,2026,8,35,4,0
2026-06-30,120,Product_120,6,6,15,262,93.14,1397.1,2026,6,27,3,0
2026-08-06,5,Product_5,19,9,6,89,36.11,216.66,2026,8,32,5,0
2026-06-20,87,Product_87,16,6,21,282,33.06,694.26,2026,6,25,7,1
2026-08-26,74,Product_74,13,3,8,32,40.75,326.0,2026,8,35,4,0
2026-08-09,6,Product_6,14,4,13,356,41.05,533.65,2026,8,32,1,1
2026-06-21,10,Product_10,20,10,16,344,92.05,1472.8,2026,6,25,1,1
2026-06-24,11,Product_11,8,8,7,482,50.69,354.83,2026,6,26,4,0
2026-06-21,99,Product_99,1,1,16,455,99.91,1598.56,2026,6,25,1,1
2026-07-07,9,Product_9,10,10,6,154,95.14,570.84,2026,7,28,3,0
2026-07-29,112,Product_112,15,5,8,405,5.52,44.16,2026,7,31,4,0
2026-07-14,143,Product_143,11,1,13,212,21.45,278.85,2026,7,29,3,0
2026-06-21,147,Product_147,14,4,8,418,48.56,388.48,2026,6,25,1,1
2026-06-06,36,Product_36,5,5,9,100,94.87,853.83,2026,6,23,7,1
2026-06-23,47,Product_47,19,9,2,452,80.93,161.86,2026,6,26,3,0
2026-07-13,50,Product_50,7,7,6,132,93.47,560.82,2026,7,29,2,0
2026-06-09,143,Product_143,14,4,16,21,21.45,343.2,2026,6,24,3,0
2026-06-29,124,Product_124,6,6,3,249,8.81,26.43,2026,6,27,2,0
2026-06-15,76,Product_76,16,6,4,336,73.19,292.76,2026,6,25,2,0
2026-08-19,138,Product_138,6,6,22,387,10.18,223.96,2026,8,34,4,0
2026-07-22,87,Product_87,1,1,22,197,33.06,727.32,2026,7,30,4,0
2026-06-14,122,Product_122,17,7,0,410,71.32,0.0,2026,6,24,1,1
2026-07-24,35,Product_35,12,2,3,344,80.54,241.62,2026,7,30,6,0
2026-06-16,136,Product_136,1,1,2,199,98.12,196.24,2026,6,25,3,0
2026-06-16,145,Product_145,9,9,9,142,22.44,201.96,2026,6,25,3,0
2026-07-25,71,Product_71,5,5,4,200,93.93,375.72,2026,7,30,7,1
2026-08-08,84,Product_84,13,3,4,411,6.17,24.68,2026,8,32,7,1
2026-07-06,82,Product_82,8,8,10,273,60.88,608.8,2026,7,28,2,0
2026-08-25,38,Product_38,2,2,10,307,61.06,610.6,2026,8,35,3,0
2026-07-17,138,Product_138,9,9,15,337,10.18,152.7,2026,7,29,6,0
2026-07-20,85,Product_85,17,7,3,294,48.16,144.48,2026,7,30,2,0
2026-08-08,145,Product_145,15,5,11,238,22.44,246.84,2026,8,32,7,1
2026-06-30,118,Product_118,15,5,0,35,10.44,0.0,2026,6,27,3,0
2026-07-07,17,Product_17,1,1,3,240,55.61,166.83,2026,7,28,3,0
2026-06-07,17,Product_17,3,3,5,60,55.61,278.05,2026,6,23,1,1
2026-07-04,70,Product_70,3,3,3,238,57.53,172.59,2026,7,27,7,1
2026-08-15,50,Product_50,10,10,3,135,93.47,280.41,2026,8,33,7,1
2026-06-09,66,Product_66,20,10,1,395,93.93,93.93,2026,6,24,3,0
2026-08-22,105,Product_105,6,6,7,156,27.88,195.16,2026,8,34,7,1
2026-08-17,55,Product_55,15,5,6,282,44.77,268.62,2026,8,34,2,0
2026-06-11,114,Product_114,3,3,5,292,62.56,312.8,2026,6,24,5,0
2026-06-14,22,Product_22,8,8,17,89,71.01,1207.17,2026,6,24,1,1
2026-06-21,25,Product_25,2,2,5,373,63.37,316.85,2026,6,25,1,1
2026-07-10,59,Product_59,7,7,1,67,90.34,90.34,2026,7,28,6,0
2026-08-21,135,Product_135,19,9,4,469,72.44,289.76,2026,8,34,6,0
2026-07-16,132,Product_132,20,10,12,212,74.79,897.48,2026,7,29,5,0
2026-07-18,101,Product_101,5,5,0,423,66.76,0.0,2026,7,29,7,1
2026-07-28,27,Product_27,8,8,2,324,73.94,147.88,2026,7,31,3,0
2026-08-21,115,Product_115,14,4,3,376,81.14,243.42,2026,8,34,6,0
2026-07-25,123,Product_123,20,10,34,400,84.61,2876.74,2026,7,30,7,1
2026-06-12,128,Product_128,13,3,6,460,75.79,454.74,2026,6,24,6,0
2026-06-25,93,Product_93,1,1,2,145,15.51,31.02,2026,6,26,5,0
2026-08-22,129,Product_129,5,5,9,308,64.85,583.65,2026,8,34,7,1
2026-08-02,61,Product_61,18,8,14,118,30.7,429.8,2026,8,31,1,1
2026-06-17,1,Product_1,4,4,11,214,44.6,490.6,2026,6,25,4,0
2026-06-16,51,Product_51,12,2,3,489,16.37,49.11,2026,6,25,3,0
2026-07-04,83,Product_83,10,10,11,313,70.18,771.98,2026,7,27,7,1
2026-07-05,113,Product_113,6,6,43,68,9.91,426.13,2026,7,27,1,1
2026-07-25,29,Product_29,11,1,4,38,93.91,375.64,2026,7,30,7,1
2026-06-29,8,Product_8,11,1,14,401,33.2,464.8,2026,6,27,2,0
2026-08-20,142,Product_142,12,2,7,389,72.41,506.87,2026,8,34,5,0
2026-06-05,23,Product_23,5,5,11,85,86.77,954.47,2026,6,23,6,0
2026-08-15,78,Product_78,12,2,9,48,16.26,146.34,2026,8,33,7,1
2026-06-09,76,Product_76,10,10,4,449,73.19,292.76,2026,6,24,3,0
2026-06-22,53,Product_53,3,3,16,256,13.33,213.28,2026,6,26,2,0
2026-07-04,43,Product_43,3,3,16,57,59.38,950.08,2026,7,27,7,1
2026-07-20,138,Product_138,2,2,19,383,10.18,193.42,2026,7,30,2,0
2026-08-17,22,Product_22,13,3,7,249,71.01,497.07,2026,8,34,2,0
2026-07-15,58,Product_58,19,9,18,468,36.7,660.6,2026,7,29,4,0
2026-08-20,124,Product_124,20,10,2,489,8.81,17.62,2026,8,34,5,0
2026-06-20,136,Product_136,11,1,4,373,98.12,392.48,2026,6,25,7,1
2026-06-13,113,Product_113,1,1,38,322,9.91,376.58,2026,6,24,7,1
2026-06-08,76,Product_76,19,9,5,325,73.19,365.95,2026,6,24,2,0
2026-06-05,84,Product_84,2,2,5,48,6.17,30.85,2026,6,23,6,0
2026-08-09,14,Product_14,15,5,3,497,85.61,256.83,2026,8,32,1,1
2026-06-17,31,Product_31,4,4,13,227,96.09,1249.17,2026,6,25,4,0
2026-06-26,9,Product_9,12,2,8,209,95.14,761.12,2026,6,26,6,0
2026-07-28,89,Product_89,11,1,12,445,47.02,564.24,2026,7,31,3,0
2026-07-23,34,Product_34,2,2,1,329,79.35,79.35,2026,7,30,5,0
2026-08-13,40,Product_40,11,1,3,469,63.54,190.62,2026,8,33,5,0
2026-07-07,69,Product_69,4,4,7,280,74.32,520.24,2026,7,28,3,0
2026-06-26,85,Product_85,2,2,2,174,48.16,96.32,2026,6,26,6,0
2026-06-08,37,Product_37,1,1,6,140,29.07,174.42,2026,6,24,2,0
2026-06-03,109,Product_109,14,4,5,459,91.51,457.55,2026,6,23,4,0
2026-08-12,10,Product_10,4,4,17,126,92.05,1564.85,2026,8,33,4,0
2026-08-15,72,Product_72,15,5,4,440,79.13,316.52,2026,8,33,7,1
2026-08-07,56,Product_56,1,1,8,371,78.56,628.48,2026,8,32,6,0
2026-06-13,8,Product_8,2,2,22,64,33.2,730.4,2026,6,24,7,1
2026-06-13,1,Product_1,12,2,21,272,44.6,936.6,2026,6,24,7,1
2026-07-14,96,Product_96,6,6,3,170,31.97,95.91,2026,7,29,3,0
2026-08-29,82,Product_82,5,5,14,377,60.88,852.32,2026,8,35,7,1
2026-07-14,72,Product_72,8,8,2,487,79.13,158.26,2026,7,29,3,0
2026-07-29,59,Product_59,1,1,2,241,90.34,180.68,2026,7,31,4,0
2026-06-25,98,Product_98,8,8,8,296,15.11,120.88,2026,6,26,5,0
2026-06-21,46,Product_46,10,10,2,234,77.57,155.14,2026,6,25,1,1
2026-06-05,48,Product_48,15,5,7,206,51.75,362.25,2026,6,23,6,0
2026-06-01,25,Product_25,7,7,2,377,63.37,126.74,2026,6,23,2,0
2026-08-12,103,Product_103,9,9,6,156,90.22,541.32,2026,8,33,4,0
2026-06-19,19,Product_19,20,10,0,195,32.37,0.0,2026,6,25,6,0
2026-07-26,115,Product_115,5,5,3,45,81.14,243.42,2026,7,30,1,1
2026-06-23,150,Product_150,4,4,8,176,59.38,475.04,2026,6,26,3,0
2026-08-24,125,Product_125,20,10,31,288,24.17,749.27,2026,8,35,2,0
2026-08-27,32,Product_32,12,2,7,42,81.08,567.56,2026,8,35,5,0
2026-07-11,132,Product_132,7,7,7,342,74.79,523.53,2026,7,28,7,1
2026-07-14,144,Product_144,7,7,3,299,13.71,41.13,2026,7,29,3,0
2026-07-07,30,Product_30,3,3,7,454,18.05,126.35,2026,7,28,3,0
2026-08-01,82,Product_82,19,9,20,387,60.88,1217.6,2026,8,31,7,1
2026-06-26,135,Product_135,4,4,14,325,72.44,1014.16,2026,6,26,6,0
2026-08-29,91,Product_91,1,1,16,300,92.25,1476.0,2026,8,35,7,1
2026-07-18,148,Product_148,2,2,23,101,79.49,1828.27,2026,7,29,7,1
2026-07-15,80,Product_80,13,3,18,479,65.52,1179.36,2026,7,29,4,0
2026-07-08,104,Product_104,1,1,13,253,7.75,100.75,2026,7,28,4,0
2026-08-01,81,Product_81,11,1,15,48,16.58,248.7,2026,8,31,7,1
2026-08-11,138,Product_138,4,4,17,456,10.18,173.06,2026,8,33,3,0
2026-07-30,95,Product_95,14,4,11,131,88.52,973.72,2026,7,31,5,0
2026-06-30,75,Product_75,3,3,0,199,98.73,0.0,2026,6,27,3,0
2026-08-03,65,Product_65,17,7,7,117,19.04,133.28,2026,8,32,2,0
2026-06-29,49,Product_49,2,2,4,331,61.96,247.84,2026,6,27,2,0
2026-06-26,81,Product_81,5,5,17,55,16.58,281.86,2026,6,26,6,0
2026-06-07,72,Product_72,17,7,4,80,79.13,316.52,2026,6,23,1,1
2026-08-04,22,Product_22,7,7,14,279,71.01,994.14,2026,8,32,3,0
2026-07-20,145,Product_145,6,6,8,438,22.44,179.52,2026,7,30,2,0
2026-06-04,142,Product_142,1,1,10,88,72.41,724.1,2026,6,23,5,0
2026-06-01,147,Product_147,17,7,4,282,48.56,194.24,2026,6,23,2,0
2026-07-04,96,Product_96,4,4,6,305,31.97,191.82,2026,7,27,7,1
2026-06-18,22,Product_22,4,4,15,492,71.01,1065.15,2026,6,25,5,0
2026-06-20,71,Product_71,20,10,6,495,93.93,563.58,2026,6,25,7,1
2026-07-20,63,Product_63,17,7,4,137,34.87,139.48,2026,7,30,2,0
2026-06-20,11,Product_11,17,7,9,246,50.69,456.21,2026,6,25,7,1
2026-06-11,116,Product_116,12,2,4,439,27.66,110.64,2026,6,24,5,0
2026-06-10,62,Product_62,11,1,8,476,39.6,316.8,2026,6,24,4,0
2026-08-02,63,Product_63,18,8,3,93,34.87,104.61,2026,8,31,1,1
2026-08-21,98,Product_98,18,8,9,122,15.11,135.99,2026,8,34,6,0
2026-08-02,52,Product_52,8,8,3,445,16.12,48.36,2026,8,31,1,1
2026-07-07,45,Product_45,9,9,5,446,54.65,273.25,2026,7,28,3,0
2026-06-13,50,Product_50,9,9,10,372,93.47,934.7,2026,6,24,7,1
2026-07-08,122,Product_122,12,2,0,478,71.32,0.0,2026,7,28,4,0
2026-07-21,32,Product_32,7,7,3,153,81.08,243.24,2026,7,30,3,0
2026-07-21,101,Product_101,1,1,1,166,66.76,66.76,2026,7,30,3,0
2026-07-08,48,Product_48,20,10,12,187,51.75,621.0,2026,7,28,4,0
2026-08-01,39,Product_39,1,1,14,459,14.03,196.42,2026,8,31,7,1
2026-07-13,16,Product_16,11,1,9,335,81.42,732.78,2026,7,29,2,0
2026-08-16,11,Product_11,17,7,4,119,50.69,202.76,2026,8,33,1,1
2026-08-09,134,Product_134,3,3,5,416,30.72,153.6,2026,8,32,1,1
2026-06-25,98,Product_98,18,8,5,296,15.11,75.55,2026,6,26,5,0
2026-07-08,134,Product_134,11,1,6,458,30.72,184.32,2026,7,28,4,0
2026-07-31,87,Product_87,17,7,20,238,33.06,661.2,2026,7,31,6,0
2026-06-15,84,Product_84,12,2,6,101,6.17,37.02,2026,6,25,2,0
2026-06-07,56,Product_56,16,6,6,266,78.56,471.36,2026,6,23,1,1
2026-08-19,140,Product_140,5,5,7,214,9.02,63.14,2026,8,34,4,0
2026-07-26,100,Product_100,13,3,9,291,68.24,614.16,2026,7,30,1,1
2026-06-19,70,Product_70,18,8,1,242,57.53,57.53,2026,6,25,6,0
2026-08-20,129,Product_129,17,7,8,473,64.85,518.8,2026,8,34,5,0
2026-08-17,12,Product_12,8,8,4,275,36.19,144.76,2026,8,34,2,0
2026-08-26,124,Product_124,9,9,0,160,8.81,0.0,2026,8,35,4,0
2026-06-21,30,Product_30,6,6,12,175,18.05,216.6,2026,6,25,1,1
2026-08-12,27,Product_27,7,7,4,326,73.94,295.76,2026,8,33,4,0
2026-07-02,135,Product_135,5,5,7,291,72.44,507.08,2026,7,27,5,0
2026-08-13,108,Product_108,2,2,9,77,23.83,214.47,2026,8,33,5,0
2026-07-02,6,Product_6,7,7,17,374,41.05,697.85,2026,7,27,5,0
2026-07-03,66,Product_66,8,8,3,217,93.93,281.79,2026,7,27,6,0
2026-06-29,12,Product_12,17,7,17,173,36.19,615.23,2026,6,27,2,0
2026-08-02,58,Product_58,14,4,34,48,36.7,1247.8,2026,8,31,1,1
2026-08-24,98,Product_98,10,10,3,410,15.11,45.33,2026,8,35,2,0
2026-07-30,47,Product_47,6,6,0,176,80.93,0.0,2026,7,31,5,0
2026-08-24,37,Product_37,3,3,5,310,29.07,145.35,2026,8,35,2,0
2026-08-25,39,Product_39,6,6,13,147,14.03,182.39,2026,8,35,3,0
2026-07-14,13,Product_13,19,9,9,319,55.87,502.83,2026,7,29,3,0
2026-08-25,31,Product_31,2,2,13,345,96.09,1249.17,2026,8,35,3,0
2026-06-21,28,Product_28,5,5,4,66,13.03,52.12,2026,6,25,1,1
2026-07-23,27,Product_27,10,10,8,452,73.94,591.52,2026,7,30,5,0
2026-08-21,55,Product_55,20,10,3,443,44.77,134.31,2026,8,34,6,0
2026-08-10,66,Product_66,8,8,1,250,93.93,93.93,2026,8,33,2,0
2026-07-14,82,Product_82,17,7,12,97,60.88,730.56,2026,7,29,3,0
2026-07-06,144,Product_144,8,8,0,409,13.71,0.0,2026,7,28,2,0
2026-07-30,128,Product_128,4,4,8,472,75.79,606.32,2026,7,31,5,0
2026-07-04,22,Product_22,5,5,17,333,71.01,1207.17,2026,7,27,7,1
2026-07-04,70,Product_70,15,5,0,378,57.53,0.0,2026,7,27,7,1
2026-06-05,112,Product_112,9,9,7,237,5.52,38.64,2026,6,23,6,0
2026-07-28,3,Product_3,6,6,6,20,39.91,239.46,2026,7,31,3,0
2026-06-07,73,Product_73,11,1,12,316,50.54,606.48,2026,6,23,1,1
2026-06-19,31,Product_31,11,1,14,444,96.09,1345.26,2026,6,25,6,0
2026-07-11,109,Product_109,1,1,6,216,91.51,549.06,2026,7,28,7,1
2026-07-07,140,Product_140,8,8,13,171,9.02,117.26,2026,7,28,3,0
2026-06-09,113,Product_113,20,10,29,135,9.91,287.39,2026,6,24,3,0
2026-06-23,123,Product_123,11,1,24,214,84.61,2030.64,2026,6,26,3,0
2026-08-19,96,Product_96,4,4,1,190,31.97,31.97,2026,8,34,4,0
2026-08-02,11,Product_11,18,8,6,192,50.69,304.14,2026,8,31,1,1
2026-07-14,13,Product_13,8,8,12,495,55.87,670.44,2026,7,29,3,0
2026-07-20,74,Product_74,17,7,5,23,40.75,203.75,2026,7,30,2,0
2026-07-16,115,Product_115,14,4,1,417,81.14,81.14,2026,7,29,5,0
2026-07-05,36,Product_36,4,4,5,339,94.87,474.35,2026,7,27,1,1
2026-06-02,22,Product_22,13,3,11,129,71.01,781.11,2026,6,23,3,0
2026-06-04,70,Product_70,11,1,0,336,57.53,0.0,2026,6,23,5,0
2026-08-01,130,Product_130,2,2,8,130,85.86,686.88,2026,8,31,7,1
2026-06-03,55,Product_55,12,2,3,225,44.77,134.31,2026,6,23,4,0
2026-08-06,73,Product_73,19,9,17,142,50.54,859.18,2026,8,32,5,0
2026-07-02,47,Product_47,20,10,3,362,80.93,242.79,2026,7,27,5,0
2026-08-06,97,Product_97,14,4,5,455,84.51,422.55,2026,8,32,5,0
2026-08-16,112,Product_112,20,10,6,126,5.52,33.12,2026,8,33,1,1
2026-08-17,111,Product_111,20,10,3,46,8.44,25.32,2026,8,34,2,0
2026-06-28,92,Product_92,17,7,5,255,79.22,396.1,2026,6,26,1,1
2026-07-29,32,Product_32,10,10,2,134,81.08,162.16,2026,7,31,4,0
2026-07-31,90,Product_90,15,5,6,285,33.68,202.08,2026,7,31,6,0
2026-08-29,24,Product_24,1,1,8,323,17.55,140.4,2026,8,35,7,1
2026-06-30,133,Product_133,20,10,7,309,23.34,163.38,2026,6,27,3,0
2026-06-05,54,Product_54,10,10,8,433,67.5,540.0,2026,6,23,6,0
2026-08-13,96,Product_96,19,9,1,490,31.97,31.97,2026,8,33,5,0
2026-07-31,72,Product_72,17,7,4,138,79.13,316.52,2026,7,31,6,0
2026-07-17,56,Product_56,16,6,4,373,78.56,314.24,2026,7,29,6,0
2026-08-07,112,Product_112,15,5,9,281,5.52,49.68,2026,8,32,6,0
2026-08-23,29,Product_29,13,3,3,197,93.91,281.73,2026,8,34,1,1
2026-08-03,102,Product_102,10,10,1,300,13.59,13.59,2026,8,32,2,0
2026-07-21,97,Product_97,1,1,11,45,84.51,929.61,2026,7,30,3,0
2026-07-04,61,Product_61,6,6,13,33,30.7,399.1,2026,7,27,7,1
2026-08-07,86,Product_86,16,6,2,458,83.41,166.82,2026,8,32,6,0
2026-06-26,62,Product_62,13,3,17,88,39.6,673.2,2026,6,26,6,0
2026-06-11,122,Product_122,8,8,1,243,71.32,71.32,2026,6,24,5,0
2026-07-27,90,Product_90,10,10,6,182,33.68,202.08,2026,7,31,2,0
2026-08-24,79,Product_79,1,1,3,212,85.8,257.4,2026,8,35,2,0
2026-06-23,98,Product_98,3,3,9,188,15.11,135.99,2026,6,26,3,0
2026-07-04,79,Product_79,6,6,3,360,85.8,257.4,2026,7,27,7,1
2026-07-31,46,Product_46,18,8,1,393,77.57,77.57,2026,7,31,6,0
2026-07-23,60,Product_60,11,1,6,99,77.44,464.64,2026,7,30,5,0
2026-07-30,39,Product_39,8,8,13,343,14.03,182.39,2026,7,31,5,0
2026-07-20,106,Product_106,20,10,7,116,18.59,130.13,2026,7,30,2,0
2026-07-01,18,Product_18,4,4,15,111,65.13,976.95,2026,7,27,4,0
2026-08-26,11,Product_11,13,3,5,491,50.69,253.45,2026,8,35,4,0
2026-07-09,143,Product_143,11,1,9,383,21.45,193.05,2026,7,28,5,0
2026-08-17,4,Product_4,10,10,16,69,39.81,636.96,2026,8,34,2,0
